,comment_text,label,party
383,If your going to tell a lie Rishi tell a whopper😅  ,0,conservatives
384,Moved my shop into a higher business rates band by increasing the rateable value so I’m £660 a month worse off. Not much help given there 🤷‍♂️ ,0,conservatives
386,"Laughable. The reality, the number of Environmental Protection Officers slashed by two thirds, no fines levied (except one relating to an incident a decade old), and the plan to clean up our rivers by 2027... pushed back to 2062!

Our rivers are dying 😥. That's the reality, 'Conservatives'
. ",0,conservatives
387,"𝗜𝗙 𝗬𝗢𝗨 WANT TO EARN

(1) Hello
(2) Am new here
(3) How can i register
(4) Tell me more about this platform.

Send her a message
with this link below
📥📥✍️👇👇👇

+3bf78NOOZbkzZmE
0 
+3bf78NOOZbkzZmE
0 ",1,labour
388,Let's hope the Labour Party will comit to ending Apartheid in Palestine. 💜🇵🇸 ,1,labour
389,Yep‼️ Anything to attract a vote ! Until they need to deliver 🤔‼️  ,0,conservatives
390,Great staged photo opp. 📸  ,0,conservatives
391,.......and may all your votes be Labour ones 🤞 ,2,labour
392,"The country has been run into the ground, it's a mess, open your eyes and ears 🤨 ",0,conservatives
393,"🤣 not only are you trying to divide the country and using far right tactics you’re now calling Paris, Paris France. We know where Paris is! Please don’t come back to London England ",0,conservatives
394,"Thought we had “no money” …….

You are an absolute joke !!!

2024/25 can’t come faster…… bye 👋  ",0,conservatives
395,Why are they interviewing Mikhail Gorbachev's younger brother? 🤔 ,1,labour
396,They're TORIES... what was you expecting exactly 🤣🤣🤣🤣 ,0,labour
397,Needs more than that but its a start 👏👏👏 a lot of crimes not reported these days so those figures only show a fraction of what is gping on..also start rebuilding all emergency services/NHS which have been slaughtered by the Tory austerity cuts  ,2,labour
398,"Oi Starmer, you're one to criticise, CPS, child grooming gangs, paedophile cover ups, 😆


media.tenor.co/
j45EAKz9kREAAAAC
/
ernst-kuhr.gif?t
=AAX4_gM3wo0HSc
DZXQqLHw&c=VjFf
ZmFjZWJvb2s&ite
mid=27209191  ",0,labour
399,"Consistently excellent policy initiatives and indications from the Labour Party. We have faith and confidence in the planning for a Labour majority government after the next general election. We applaud the doubters & faint hearted for revealing their concerns. Labour will succeed.
KS4PM@GE2024/25🌹🌹🌹🌹 ",2,labour
400,But we’re putting up gas and electric by over £100 a MONTH . Disgraceful 😡 ,0,conservatives
401,Or people could be responsible for their own finances and cancel direct debits themselves 🙄  ,0,labour
402,Aye - Labour chancellor numbers 🤣😅🤣😅🤣  ,0,labour
403,"This photo id is a no go for a lot of labour voters, the poorer, the pensioners , and certain groups in this country will not get photo id either can’t be bothered , cant afford to or don’t understand how to , people who can’t afford holidays abroad so dont have passports, people who can’t drive or can’t afford to, and the majority of these people are labour voters, go do market research and ask are they voting in these local elections and when they say no ask who would they have voted for, the amount of people on a council housing estate who now won’t be bothered to get this ID 😕was this brought in by the Conservatives? ",0,labour
404,"Great if it really happened and should have happened years ago. But reeks of trying to secure votes sadly ☹️

Been said before and nothing has been done, in fact it’s got worse 🫣

Hotels full of economic migrants here for a fee ride, who arrived illegally and the tax payer is fitting the bill for 4 and 5 star hotels with 4 fresh meals a day😡 This money could go in to our NHS instead. ",0,conservatives
405,We don't need Tory 1 or Tory two.... We need a Socialist Labour Government with Corbyn 🌹 🌹 🌹 🌹 🌹 ,2,labour
406,You’ve made so many empty promises that no one believes you anymore 😉😉  ,0,conservatives
407,That’s easy to say ￼🤣  ,0,labour
409,LOL. Fishi Rishi and Sleepy Joe. What could go wrong? 😄😄  ,0,conservatives
410,"🔴 Labour’s advert could be ‘ Do you think Jimmy Savile deserved to be convicted of child abuse, when he was alive? Keir Starmer didn’t’  ",0,labour
411,"That's not it. Focus on the economy and people earning a liveable wage, not these silly photos.🙄 ",0,conservatives
412,One of the best British Saints! 😀  ,1,conservatives
413,Thank you and wishing everyone a Very Happy Easter! 🙂  ,2,labour
414,Really I'd look a bit closer to home as how not to do things. You've literally f*cked up everything you've touched 😂 ,0,conservatives
415,"Happy Vaisahki, have a lovely day ❤️. And to all the negative and cynical commontators to also have a nice day ❤️ ",2,labour
416,Why would doctors work for the NHS. You Torries have ruined. Do you think anybody is stupid enough to trust what you say? 🤣  ,0,conservatives
417,Wales and London under liebour 😂😂 ,0,labour
420,"Reading some of the comments , the more you give the move they Want….😁 ",1,conservatives
421,£480 million more for France. Just pop the boats. 50p Stanley knife pay some people £15 p/h just run up and down beach. 😂. Government is ridiculous. While our own on streets and freeze. Your gonna get so xxxxed at elections. ,0,conservatives
422,"You have to catch them first🤔
The Police are already stretched and all they will say is that ASB is a low priority.
It seems drugs and motorists are the priorities🤔 ",0,conservatives
423,😂😂😂😂Joke of the year so far ,0,conservatives
425,"No you won't you are clueless , 13000 new officers in the whole country after what 5years training is a joke , it won't make one bit of difference 😞 ",0,labour
426,Just an observation.. Keir Starmer following is 101k on fb. The true leader of the Labour movement usually has around 100k likes per post! We know who the people prefer 🙀 ,1,labour
427,Happy Newroz 🌻 🌼  ,2,labour
428,"So let’s say for instance your local pub puts the price of a drink up to cover the cost of this but then the customers don’t come in because it’s to expensive(cost of living crisis, inflation etc) so then the pub shuts making staff jobless, who actually wins here🤷🏻🤷🏻🤷🏻🤷🏻🤔 ",1,conservatives
429,Though this was a parody. Tory 🤮🤮🤮 ,0,conservatives
430,"Well, it is called “politics” after all 😉😉  ",1,conservatives
431,"Disgusting.
He’s gone against the wishes of the D.U.P. wishes and has sold Northern Ireland out to the EU.
This man can’t be trusted.
He just wanted to say I’ve completed the Brexit deal for Northern Ireland and he’s done it at any cost.😡 ",0,conservatives
432,By raising corporation tax? You should be an economist 😂😂😂 ,0,conservatives
433,And meanwhile British gas profits poor families around £3.3 billions do something about this madness against the communities Conservatives 😡 ,0,conservatives
434,"Yeah, sure they will. Don't believe a word this lot says. 😡  ",0,labour
436,this counry got caught with its trouaers down in the last 2 major conflicks and got away with it after a long struggle we would not get away with it again so we should be prepared in thesse unsertian tmes so it is right to spend on our defence 👍🇬🇧  ,2,conservatives
438,Neither of you will stop the boats. You’re both as bad as each other. Globalist flunkies innit? 😄😄  ,0,conservatives
440,"The boat is full in 1 day, its a gimmick, stop them coming, not get other accommodation, you are finished, you also gave northern Ireland away to the E.U., you and your side kick don't give a toss about this country, keep your green card tucked in your pocket, when you have destroyed our country you can run away with E.U. loving hunt 😱  ",0,conservatives
